step,probe_index,mcqa_accuracy,predicted_idx,predicted_label,correct_idx
0,0,0.0,0,A,2
0,1,1.0,3,D,3
0,2,0.0,4,E,0
0,3,1.0,2,C,2
0,4,1.0,2,C,2
0,5,1.0,3,D,3
0,6,0.0,1,B,4
0,7,0.0,3,D,0
0,8,0.0,2,C,3
0,9,1.0,1,B,1
0,10,0.0,2,C,1
0,11,0.0,4,E,1
0,12,0.0,1,B,4
4,0,0.0,0,A,2
4,1,1.0,3,D,3
4,2,0.0,4,E,0
4,3,1.0,2,C,2
4,4,1.0,2,C,2
4,5,1.0,3,D,3
4,6,0.0,1,B,4
4,7,0.0,3,D,0
4,8,0.0,2,C,3
4,9,1.0,1,B,1
4,10,0.0,2,C,1
4,11,0.0,4,E,1
4,12,0.0,1,B,4
8,0,0.0,0,A,2
8,1,1.0,3,D,3
8,2,0.0,4,E,0
8,3,1.0,2,C,2
8,4,1.0,2,C,2
8,5,1.0,3,D,3
8,6,0.0,1,B,4
8,7,0.0,3,D,0
8,8,0.0,2,C,3
8,9,1.0,1,B,1
8,10,0.0,2,C,1
8,11,0.0,4,E,1
8,12,0.0,1,B,4
12,0,0.0,0,A,2
12,1,1.0,3,D,3
12,2,0.0,4,E,0
12,3,1.0,2,C,2
12,4,0.0,3,D,2
12,5,1.0,3,D,3
12,6,0.0,1,B,4
12,7,0.0,3,D,0
12,8,0.0,2,C,3
12,9,0.0,0,A,1
12,10,0.0,2,C,1
12,11,0.0,4,E,1
12,12,0.0,1,B,4
16,0,0.0,0,A,2
16,1,1.0,3,D,3
16,2,0.0,4,E,0
16,3,1.0,2,C,2
16,4,0.0,3,D,2
16,5,1.0,3,D,3
16,6,0.0,1,B,4
16,7,0.0,3,D,0
16,8,0.0,2,C,3
16,9,0.0,0,A,1
16,10,0.0,2,C,1
16,11,0.0,4,E,1
16,12,0.0,1,B,4
20,0,0.0,0,A,2
20,1,1.0,3,D,3
20,2,0.0,4,E,0
20,3,1.0,2,C,2
20,4,1.0,2,C,2
20,5,1.0,3,D,3
20,6,0.0,1,B,4
20,7,0.0,3,D,0
20,8,0.0,2,C,3
20,9,0.0,0,A,1
20,10,0.0,2,C,1
20,11,0.0,4,E,1
20,12,0.0,1,B,4
24,0,0.0,0,A,2
24,1,1.0,3,D,3
24,2,0.0,4,E,0
24,3,1.0,2,C,2
24,4,1.0,2,C,2
24,5,1.0,3,D,3
24,6,0.0,1,B,4
24,7,0.0,3,D,0
24,8,0.0,2,C,3
24,9,0.0,0,A,1
24,10,0.0,2,C,1
24,11,0.0,4,E,1
24,12,0.0,1,B,4
28,0,0.0,0,A,2
28,1,1.0,3,D,3
28,2,0.0,4,E,0
28,3,1.0,2,C,2
28,4,1.0,2,C,2
28,5,1.0,3,D,3
28,6,0.0,1,B,4
28,7,0.0,3,D,0
28,8,0.0,2,C,3
28,9,0.0,0,A,1
28,10,0.0,2,C,1
28,11,0.0,4,E,1
28,12,0.0,1,B,4
32,0,0.0,0,A,2
32,1,1.0,3,D,3
32,2,0.0,4,E,0
32,3,1.0,2,C,2
32,4,1.0,2,C,2
32,5,1.0,3,D,3
32,6,0.0,1,B,4
32,7,0.0,3,D,0
32,8,0.0,2,C,3
32,9,0.0,0,A,1
32,10,0.0,2,C,1
32,11,0.0,4,E,1
32,12,0.0,1,B,4
36,0,0.0,0,A,2
36,1,1.0,3,D,3
36,2,0.0,4,E,0
36,3,1.0,2,C,2
36,4,1.0,2,C,2
36,5,1.0,3,D,3
36,6,0.0,1,B,4
36,7,0.0,3,D,0
36,8,0.0,2,C,3
36,9,0.0,0,A,1
36,10,0.0,2,C,1
36,11,0.0,4,E,1
36,12,0.0,1,B,4
40,0,0.0,0,A,2
40,1,1.0,3,D,3
40,2,0.0,4,E,0
40,3,1.0,2,C,2
40,4,0.0,3,D,2
40,5,1.0,3,D,3
40,6,0.0,1,B,4
40,7,0.0,3,D,0
40,8,0.0,2,C,3
40,9,0.0,0,A,1
40,10,0.0,2,C,1
40,11,0.0,4,E,1
40,12,0.0,1,B,4
44,0,0.0,0,A,2
44,1,1.0,3,D,3
44,2,0.0,4,E,0
44,3,1.0,2,C,2
44,4,0.0,3,D,2
44,5,1.0,3,D,3
44,6,0.0,1,B,4
44,7,0.0,3,D,0
44,8,0.0,2,C,3
44,9,0.0,0,A,1
44,10,0.0,2,C,1
44,11,0.0,4,E,1
44,12,0.0,1,B,4
48,0,0.0,0,A,2
48,1,1.0,3,D,3
48,2,0.0,4,E,0
48,3,1.0,2,C,2
48,4,0.0,3,D,2
48,5,1.0,3,D,3
48,6,0.0,1,B,4
48,7,0.0,3,D,0
48,8,0.0,2,C,3
48,9,0.0,0,A,1
48,10,0.0,2,C,1
48,11,0.0,4,E,1
48,12,0.0,1,B,4
52,0,0.0,0,A,2
52,1,1.0,3,D,3
52,2,0.0,4,E,0
52,3,1.0,2,C,2
52,4,0.0,3,D,2
52,5,1.0,3,D,3
52,6,0.0,1,B,4
52,7,0.0,3,D,0
52,8,0.0,2,C,3
52,9,0.0,0,A,1
52,10,0.0,2,C,1
52,11,0.0,4,E,1
52,12,0.0,1,B,4
56,0,0.0,0,A,2
56,1,1.0,3,D,3
56,2,0.0,4,E,0
56,3,1.0,2,C,2
56,4,1.0,2,C,2
56,5,1.0,3,D,3
56,6,0.0,1,B,4
56,7,0.0,3,D,0
56,8,0.0,2,C,3
56,9,0.0,0,A,1
56,10,0.0,2,C,1
56,11,0.0,4,E,1
56,12,0.0,1,B,4
60,0,0.0,0,A,2
60,1,1.0,3,D,3
60,2,0.0,4,E,0
60,3,1.0,2,C,2
60,4,0.0,3,D,2
60,5,1.0,3,D,3
60,6,0.0,1,B,4
60,7,0.0,3,D,0
60,8,0.0,2,C,3
60,9,0.0,0,A,1
60,10,0.0,2,C,1
60,11,0.0,4,E,1
60,12,0.0,1,B,4
64,0,0.0,0,A,2
64,1,1.0,3,D,3
64,2,0.0,4,E,0
64,3,1.0,2,C,2
64,4,1.0,2,C,2
64,5,1.0,3,D,3
64,6,0.0,1,B,4
64,7,0.0,3,D,0
64,8,0.0,2,C,3
64,9,0.0,0,A,1
64,10,0.0,2,C,1
64,11,0.0,4,E,1
64,12,0.0,1,B,4
68,0,0.0,0,A,2
68,1,1.0,3,D,3
68,2,0.0,4,E,0
68,3,1.0,2,C,2
68,4,1.0,2,C,2
68,5,1.0,3,D,3
68,6,0.0,1,B,4
68,7,0.0,3,D,0
68,8,0.0,2,C,3
68,9,0.0,0,A,1
68,10,0.0,2,C,1
68,11,0.0,4,E,1
68,12,0.0,1,B,4
72,0,0.0,0,A,2
72,1,1.0,3,D,3
72,2,0.0,4,E,0
72,3,1.0,2,C,2
72,4,1.0,2,C,2
72,5,1.0,3,D,3
72,6,0.0,1,B,4
72,7,0.0,3,D,0
72,8,0.0,2,C,3
72,9,0.0,0,A,1
72,10,0.0,2,C,1
72,11,0.0,4,E,1
72,12,0.0,1,B,4
76,0,0.0,0,A,2
76,1,1.0,3,D,3
76,2,0.0,4,E,0
76,3,1.0,2,C,2
76,4,1.0,2,C,2
76,5,1.0,3,D,3
76,6,0.0,1,B,4
76,7,0.0,3,D,0
76,8,0.0,2,C,3
76,9,0.0,0,A,1
76,10,0.0,2,C,1
76,11,0.0,4,E,1
76,12,0.0,1,B,4
80,0,0.0,0,A,2
80,1,1.0,3,D,3
80,2,0.0,4,E,0
80,3,1.0,2,C,2
80,4,1.0,2,C,2
80,5,1.0,3,D,3
80,6,0.0,1,B,4
80,7,0.0,3,D,0
80,8,0.0,2,C,3
80,9,0.0,0,A,1
80,10,0.0,2,C,1
80,11,0.0,4,E,1
80,12,0.0,1,B,4
84,0,0.0,0,A,2
84,1,1.0,3,D,3
84,2,0.0,4,E,0
84,3,1.0,2,C,2
84,4,1.0,2,C,2
84,5,1.0,3,D,3
84,6,0.0,1,B,4
84,7,0.0,3,D,0
84,8,0.0,2,C,3
84,9,0.0,0,A,1
84,10,0.0,2,C,1
84,11,0.0,4,E,1
84,12,0.0,1,B,4
88,0,0.0,0,A,2
88,1,1.0,3,D,3
88,2,0.0,4,E,0
88,3,1.0,2,C,2
88,4,1.0,2,C,2
88,5,1.0,3,D,3
88,6,0.0,1,B,4
88,7,0.0,3,D,0
88,8,0.0,2,C,3
88,9,0.0,0,A,1
88,10,0.0,2,C,1
88,11,0.0,4,E,1
88,12,0.0,1,B,4
92,0,0.0,0,A,2
92,1,1.0,3,D,3
92,2,0.0,4,E,0
92,3,1.0,2,C,2
92,4,1.0,2,C,2
92,5,1.0,3,D,3
92,6,0.0,1,B,4
92,7,0.0,3,D,0
92,8,0.0,2,C,3
92,9,0.0,0,A,1
92,10,0.0,2,C,1
92,11,0.0,4,E,1
92,12,0.0,1,B,4
96,0,0.0,0,A,2
96,1,1.0,3,D,3
96,2,0.0,4,E,0
96,3,1.0,2,C,2
96,4,1.0,2,C,2
96,5,1.0,3,D,3
96,6,0.0,1,B,4
96,7,0.0,3,D,0
96,8,0.0,2,C,3
96,9,0.0,0,A,1
96,10,0.0,2,C,1
96,11,0.0,4,E,1
96,12,0.0,1,B,4
100,0,0.0,0,A,2
100,1,1.0,3,D,3
100,2,0.0,4,E,0
100,3,1.0,2,C,2
100,4,1.0,2,C,2
100,5,1.0,3,D,3
100,6,0.0,1,B,4
100,7,0.0,3,D,0
100,8,0.0,2,C,3
100,9,0.0,0,A,1
100,10,0.0,2,C,1
100,11,0.0,4,E,1
100,12,0.0,1,B,4
