step,probe_index,mcqa_accuracy,predicted_idx,predicted_label,correct_idx
0,0,0.0,2,C,4
0,1,0.0,1,B,4
0,2,1.0,0,A,0
0,3,0.0,2,C,0
0,4,0.0,0,A,4
0,5,0.0,1,B,0
4,0,0.0,2,C,4
4,1,0.0,1,B,4
4,2,1.0,0,A,0
4,3,0.0,2,C,0
4,4,0.0,0,A,4
4,5,0.0,1,B,0
8,0,0.0,2,C,4
8,1,0.0,1,B,4
8,2,1.0,0,A,0
8,3,0.0,2,C,0
8,4,0.0,0,A,4
8,5,0.0,1,B,0
12,0,1.0,4,E,4
12,1,0.0,1,B,4
12,2,1.0,0,A,0
12,3,0.0,2,C,0
12,4,0.0,0,A,4
12,5,1.0,0,A,0
16,0,1.0,4,E,4
16,1,0.0,1,B,4
16,2,1.0,0,A,0
16,3,0.0,2,C,0
16,4,0.0,0,A,4
16,5,1.0,0,A,0
20,0,1.0,4,E,4
20,1,0.0,1,B,4
20,2,1.0,0,A,0
20,3,0.0,2,C,0
20,4,0.0,0,A,4
20,5,1.0,0,A,0
24,0,1.0,4,E,4
24,1,0.0,1,B,4
24,2,1.0,0,A,0
24,3,0.0,2,C,0
24,4,0.0,0,A,4
24,5,1.0,0,A,0
28,0,1.0,4,E,4
28,1,0.0,1,B,4
28,2,1.0,0,A,0
28,3,0.0,2,C,0
28,4,0.0,0,A,4
28,5,1.0,0,A,0
32,0,1.0,4,E,4
32,1,0.0,1,B,4
32,2,1.0,0,A,0
32,3,0.0,2,C,0
32,4,0.0,0,A,4
32,5,1.0,0,A,0
36,0,1.0,4,E,4
36,1,0.0,1,B,4
36,2,1.0,0,A,0
36,3,0.0,2,C,0
36,4,0.0,0,A,4
36,5,1.0,0,A,0
40,0,1.0,4,E,4
40,1,0.0,1,B,4
40,2,1.0,0,A,0
40,3,0.0,2,C,0
40,4,0.0,0,A,4
40,5,1.0,0,A,0
44,0,1.0,4,E,4
44,1,0.0,1,B,4
44,2,1.0,0,A,0
44,3,0.0,2,C,0
44,4,0.0,0,A,4
44,5,1.0,0,A,0
48,0,1.0,4,E,4
48,1,0.0,1,B,4
48,2,1.0,0,A,0
48,3,0.0,2,C,0
48,4,0.0,0,A,4
48,5,1.0,0,A,0
52,0,1.0,4,E,4
52,1,0.0,1,B,4
52,2,1.0,0,A,0
52,3,0.0,2,C,0
52,4,0.0,0,A,4
52,5,1.0,0,A,0
56,0,1.0,4,E,4
56,1,0.0,1,B,4
56,2,1.0,0,A,0
56,3,0.0,2,C,0
56,4,0.0,0,A,4
56,5,1.0,0,A,0
60,0,1.0,4,E,4
60,1,0.0,1,B,4
60,2,1.0,0,A,0
60,3,0.0,2,C,0
60,4,0.0,0,A,4
60,5,1.0,0,A,0
64,0,1.0,4,E,4
64,1,0.0,1,B,4
64,2,1.0,0,A,0
64,3,0.0,2,C,0
64,4,0.0,0,A,4
64,5,1.0,0,A,0
68,0,1.0,4,E,4
68,1,0.0,1,B,4
68,2,1.0,0,A,0
68,3,0.0,2,C,0
68,4,0.0,0,A,4
68,5,1.0,0,A,0
72,0,1.0,4,E,4
72,1,0.0,1,B,4
72,2,1.0,0,A,0
72,3,0.0,2,C,0
72,4,0.0,0,A,4
72,5,1.0,0,A,0
76,0,1.0,4,E,4
76,1,0.0,1,B,4
76,2,1.0,0,A,0
76,3,0.0,2,C,0
76,4,0.0,0,A,4
76,5,1.0,0,A,0
80,0,1.0,4,E,4
80,1,0.0,1,B,4
80,2,1.0,0,A,0
80,3,0.0,2,C,0
80,4,0.0,0,A,4
80,5,1.0,0,A,0
84,0,1.0,4,E,4
84,1,0.0,1,B,4
84,2,1.0,0,A,0
84,3,0.0,2,C,0
84,4,0.0,0,A,4
84,5,1.0,0,A,0
88,0,1.0,4,E,4
88,1,0.0,1,B,4
88,2,1.0,0,A,0
88,3,0.0,2,C,0
88,4,0.0,0,A,4
88,5,1.0,0,A,0
92,0,1.0,4,E,4
92,1,0.0,1,B,4
92,2,1.0,0,A,0
92,3,0.0,2,C,0
92,4,0.0,0,A,4
92,5,1.0,0,A,0
96,0,1.0,4,E,4
96,1,0.0,1,B,4
96,2,1.0,0,A,0
96,3,0.0,2,C,0
96,4,0.0,0,A,4
96,5,1.0,0,A,0
100,0,1.0,4,E,4
100,1,0.0,1,B,4
100,2,1.0,0,A,0
100,3,0.0,2,C,0
100,4,0.0,0,A,4
100,5,1.0,0,A,0
