step,probe_index,mcqa_accuracy,predicted_idx,predicted_label,correct_idx
0,0,1.0,0,A,0
0,1,1.0,1,B,1
0,2,1.0,2,C,2
0,3,1.0,0,A,0
0,4,1.0,2,C,2
0,5,1.0,1,B,1
4,0,1.0,0,A,0
4,1,1.0,1,B,1
4,2,1.0,2,C,2
4,3,1.0,0,A,0
4,4,0.0,4,E,2
4,5,1.0,1,B,1
8,0,1.0,0,A,0
8,1,1.0,1,B,1
8,2,1.0,2,C,2
8,3,1.0,0,A,0
8,4,0.0,4,E,2
8,5,0.0,4,E,1
12,0,1.0,0,A,0
12,1,1.0,1,B,1
12,2,1.0,2,C,2
12,3,1.0,0,A,0
12,4,1.0,2,C,2
12,5,0.0,4,E,1
16,0,1.0,0,A,0
16,1,1.0,1,B,1
16,2,1.0,2,C,2
16,3,1.0,0,A,0
16,4,1.0,2,C,2
16,5,1.0,1,B,1
20,0,1.0,0,A,0
20,1,1.0,1,B,1
20,2,1.0,2,C,2
20,3,1.0,0,A,0
20,4,1.0,2,C,2
20,5,1.0,1,B,1
24,0,1.0,0,A,0
24,1,1.0,1,B,1
24,2,1.0,2,C,2
24,3,1.0,0,A,0
24,4,1.0,2,C,2
24,5,1.0,1,B,1
28,0,1.0,0,A,0
28,1,1.0,1,B,1
28,2,1.0,2,C,2
28,3,1.0,0,A,0
28,4,1.0,2,C,2
28,5,1.0,1,B,1
32,0,1.0,0,A,0
32,1,1.0,1,B,1
32,2,1.0,2,C,2
32,3,1.0,0,A,0
32,4,1.0,2,C,2
32,5,1.0,1,B,1
36,0,1.0,0,A,0
36,1,1.0,1,B,1
36,2,1.0,2,C,2
36,3,1.0,0,A,0
36,4,1.0,2,C,2
36,5,1.0,1,B,1
40,0,1.0,0,A,0
40,1,1.0,1,B,1
40,2,1.0,2,C,2
40,3,1.0,0,A,0
40,4,1.0,2,C,2
40,5,1.0,1,B,1
44,0,1.0,0,A,0
44,1,1.0,1,B,1
44,2,1.0,2,C,2
44,3,1.0,0,A,0
44,4,1.0,2,C,2
44,5,1.0,1,B,1
48,0,1.0,0,A,0
48,1,1.0,1,B,1
48,2,1.0,2,C,2
48,3,1.0,0,A,0
48,4,1.0,2,C,2
48,5,1.0,1,B,1
52,0,1.0,0,A,0
52,1,1.0,1,B,1
52,2,1.0,2,C,2
52,3,1.0,0,A,0
52,4,1.0,2,C,2
52,5,1.0,1,B,1
56,0,1.0,0,A,0
56,1,1.0,1,B,1
56,2,1.0,2,C,2
56,3,1.0,0,A,0
56,4,1.0,2,C,2
56,5,1.0,1,B,1
60,0,1.0,0,A,0
60,1,1.0,1,B,1
60,2,1.0,2,C,2
60,3,1.0,0,A,0
60,4,1.0,2,C,2
60,5,1.0,1,B,1
64,0,1.0,0,A,0
64,1,1.0,1,B,1
64,2,1.0,2,C,2
64,3,1.0,0,A,0
64,4,1.0,2,C,2
64,5,1.0,1,B,1
68,0,1.0,0,A,0
68,1,1.0,1,B,1
68,2,1.0,2,C,2
68,3,1.0,0,A,0
68,4,1.0,2,C,2
68,5,1.0,1,B,1
72,0,1.0,0,A,0
72,1,1.0,1,B,1
72,2,1.0,2,C,2
72,3,1.0,0,A,0
72,4,1.0,2,C,2
72,5,1.0,1,B,1
76,0,1.0,0,A,0
76,1,1.0,1,B,1
76,2,1.0,2,C,2
76,3,1.0,0,A,0
76,4,1.0,2,C,2
76,5,1.0,1,B,1
80,0,1.0,0,A,0
80,1,1.0,1,B,1
80,2,1.0,2,C,2
80,3,1.0,0,A,0
80,4,1.0,2,C,2
80,5,1.0,1,B,1
84,0,1.0,0,A,0
84,1,1.0,1,B,1
84,2,1.0,2,C,2
84,3,1.0,0,A,0
84,4,1.0,2,C,2
84,5,1.0,1,B,1
88,0,1.0,0,A,0
88,1,1.0,1,B,1
88,2,1.0,2,C,2
88,3,1.0,0,A,0
88,4,1.0,2,C,2
88,5,1.0,1,B,1
92,0,1.0,0,A,0
92,1,1.0,1,B,1
92,2,1.0,2,C,2
92,3,1.0,0,A,0
92,4,1.0,2,C,2
92,5,1.0,1,B,1
96,0,1.0,0,A,0
96,1,1.0,1,B,1
96,2,1.0,2,C,2
96,3,1.0,0,A,0
96,4,1.0,2,C,2
96,5,1.0,1,B,1
100,0,1.0,0,A,0
100,1,1.0,1,B,1
100,2,1.0,2,C,2
100,3,1.0,0,A,0
100,4,1.0,2,C,2
100,5,1.0,1,B,1
